node	RT_K101E	sensitive
71726	0.0	1.0
sensitive	0.0	1.0
63820	0.0	1.0
sensitive	0.0	1.0
n29981	0.0033058869820952338	0.9966941130179047
61152	0.0	1.0
n29983	0.0011047040057930821	0.9988952959942069
n29984	0.0011044559007201051	0.9988955440992798
7225	0.0	1.0
58409	0.0	1.0
n29986	1.741589014354026e-09	0.999999998258411
11121	0.0	1.0
12462	0.0	1.0
n29989	6.0470206820712204e-05	0.9999395297931793
n29992	2.2351519102899455e-09	0.999999997764848
53561	0.0	1.0
69185	0.0	1.0
36902	0.0	1.0
n29994	5.805003427399681e-08	0.9999999419499658
81438	0.0	1.0
n30000	1.0674254176141133e-08	0.9999999893257459
50618	0.0	1.0
47724	0.0	1.0
87519	0.0	1.0
n29996	5.512255827616951e-05	0.9999448774417238
86020	0.0	1.0
n30002	4.077342395339441e-08	0.9999999592265761
49977	0.0	1.0
43984	0.0	1.0
66969	0.0	1.0
78350	0.0	1.0
15868	0.0	1.0
sensitive	0.0	1.0
57576	0.0	1.0
sensitive	0.0	1.0
86593	0.0	1.0
sensitive	0.0	1.0
n29929	0.0006992461288020915	0.9993007538711979
5917	0.0	1.0
n29931	0.0006988089785324346	0.9993011910214676
n29932	6.648453955024885e-06	0.9999933515460451
46341	0.0	1.0
n29933	6.511956475166513e-06	0.9999934880435248
37896	0.0	1.0
43604	0.0	1.0
n29934	6.713923224320688e-06	0.9999932860767757
n29938	6.482570952829815e-06	0.9999935174290472
36096	0.0	1.0
27420	0.0	1.0
3731	0.0	1.0
n29939	9.117108608953228e-12	0.999999999990883
48318	0.0	1.0
n29940	2.44885970237711e-12	0.9999999999975511
46281	0.0	1.0
74795	0.0	1.0
10796	0.0	1.0
n29948	3.3400253692754e-05	0.9999665997463072
n29955	5.003293578024716e-05	0.9999499670642198
n29958	0.00041365436888283824	0.9995863456311171
50521	0.0	1.0
53004	0.0	1.0
n29963	1.1194318365691304e-07	0.9999998880568164
59013	0.0	1.0
72100	0.0	1.0
n29942	2.0134949510687665e-11	0.999999999979865
15406	0.0	1.0
n29950	8.901538010694913e-08	0.9999999109846199
28233	0.0	1.0
78727	0.0	1.0
42586	0.0	1.0
69100	0.0	1.0
n29964	2.718664924593629e-07	0.9999997281335076
63719	0.0	1.0
43316	0.0	1.0
76400	0.0	1.0
n29951	0.00010227705384097283	0.9998977229461591
60311	0.0	1.0
58239	0.0	1.0
n29966	0.00023767235163930063	0.9997623276483606
27693	0.0	1.0
24084	0.0	1.0
n29967	0.000444537362800666	0.9995554626371993
70512	0.0	1.0
59921	0.0	1.0
10539	0.0	1.0
sensitive	0.0	1.0
n29926	0.00419876846206633	0.9958012315379337
43871	0.0	1.0
46583	0.0	1.0
sensitive	0.0	1.0
n29922	8.238233482478947e-11	0.9999999999176177
24489	0.0	1.0
85927	0.0	1.0
sensitive	0.0	1.0
83952	0.0	1.0
sensitive	0.0	1.0
16250	0.0	1.0
sensitive	0.0	1.0
65086	0.0	1.0
sensitive	0.0	1.0
22582	0.0	1.0
sensitive	0.0	1.0
n29913	0.001853083001885087	0.998146916998115
24783	0.0	1.0
82479	0.0	1.0
sensitive	0.0	1.0
71174	0.0	1.0
sensitive	0.0	1.0
n29905	0.0024838422212402757	0.9975161577787597
39962	0.0	1.0
54509	0.0	1.0
sensitive	0.0	1.0
74848	0.0	1.0
sensitive	0.0	1.0
1785	0.0	1.0
sensitive	0.0	1.0
21784	0.0	1.0
sensitive	0.0	1.0
n29895	0.0018667382980124556	0.9981332617019875
2141	0.0	1.0
27781	0.0	1.0
sensitive	0.0	1.0
54320	0.0	1.0
sensitive	0.0	1.0
24103	0.0	1.0
sensitive	0.0	1.0
54827	0.0	1.0
sensitive	0.0	1.0
27771	0.0	1.0
sensitive	0.0	1.0
35672	0.0	1.0
sensitive	0.0	1.0
23303	0.0	1.0
sensitive	0.0	1.0
37819	0.0	1.0
sensitive	0.0	1.0
18783	0.0	1.0
sensitive	0.0	1.0
25101	0.0	1.0
sensitive	0.0	1.0
n29874	0.00013250784164532404	0.9998674921583546
72608	0.0	1.0
51903	0.0	1.0
sensitive	0.0	1.0
15560	0.0	1.0
sensitive	0.0	1.0
28490	0.0	1.0
sensitive	0.0	1.0
22156	0.0	1.0
sensitive	0.0	1.0
32218	0.0	1.0
sensitive	0.0	1.0
62502	0.0	1.0
sensitive	0.0	1.0
28842	0.0	1.0
sensitive	0.0	1.0
5888	0.0	1.0
sensitive	0.0	1.0
54747	0.0	1.0
sensitive	0.0	1.0
82143	0.0	1.0
sensitive	0.0	1.0
82808	0.0	1.0
sensitive	0.0	1.0
n29847	6.509522104202558e-05	0.999934904778958
28129	0.0	1.0
80418	0.0	1.0
sensitive	0.0	1.0
32956	0.0	1.0
sensitive	0.0	1.0
803	0.0	1.0
sensitive	0.0	1.0
26347	0.0	1.0
sensitive	0.0	1.0
73663	0.0	1.0
sensitive	0.0	1.0
29085	0.0	1.0
sensitive	0.0	1.0
69579	0.0	1.0
sensitive	0.0	1.0
38314	0.0	1.0
sensitive	0.0	1.0
n29557	0.0007808166765378721	0.9992191833234622
n29558	3.528440791408884e-07	0.9999996471559208
n29563	0.0017588642162697408	0.9982411357837302
72560	0.0	1.0
n29560	7.642583941511282e-09	0.9999999923574161
56306	0.0	1.0
n29565	0.0001862812417109749	0.9998137187582891
55239	0.0	1.0
10885	0.0	1.0
n29566	0.00018625169135125125	0.9998137483086487
n29801	0.001884477901109853	0.9981155220988902
n29804	0.0002280592570704013	0.9997719407429295
12793	0.0	1.0
n29568	0.00034668658459299643	0.9996533134154071
n29574	0.00018643180690023102	0.9998135681930996
32152	0.0	1.0
67348	0.0	1.0
n29805	0.00046262036315148324	0.9995373796368484
n29810	5.841960390066719e-05	0.9999415803960993
77858	0.0	1.0
n29570	0.0004361449815751835	0.9995638550184247
27901	0.0	1.0
81688	0.0	1.0
n29576	0.0003516133280173583	0.9996483866719827
n29806	0.000612299625088466	0.9993877003749114
42444	0.0	1.0
37463	0.0	1.0
n29812	5.8306701173311924e-05	0.9999416932988268
28809	0.0	1.0
68179	0.0	1.0
66475	0.0	1.0
n29578	0.00021459544594261241	0.9997854045540574
72358	0.0	1.0
65091	0.0	1.0
n29813	5.829970306538579e-05	0.9999417002969346
42483	0.0	1.0
n29579	0.0007698279307000177	0.9992301720693
n29584	5.356374605574673e-07	0.9999994643625394
55279	0.0	1.0
n29815	0.00044736134306753723	0.9995526386569324
n29820	5.847092891622614e-05	0.9999415290710837
11529	0.0	1.0
n29581	0.000714023642030323	0.9992859763579697
n29585	2.7866996506010035e-07	0.9999997213300349
n29588	3.421659387592163e-07	0.9999996578340612
n29816	0.0008702411518374649	0.9991297588481626
20168	0.0	1.0
n29821	0.00035949363337283184	0.9996405063666273
n29826	5.8712605125676336e-05	0.9999412873948744
51495	0.0	1.0
67210	0.0	1.0
37823	0.0	1.0
68220	0.0	1.0
n29589	1.818624787698718e-07	0.9999998181375211
5132	0.0	1.0
48078	0.0	1.0
69057	0.0	1.0
40208	0.0	1.0
n29823	0.000146998215813744	0.9998530017841863
19967	0.0	1.0
n29828	5.9035838955445635e-05	0.9999409641610445
23593	0.0	1.0
n29591	8.441032779505442e-08	0.9999999155896723
42386	0.0	1.0
72208	0.0	1.0
63911	0.0	1.0
77343	0.0	1.0
n29592	3.5930350140640642e-09	0.999999996406965
65715	0.0	1.0
n29593	6.448643968252501e-17	1.0
n29779	0.0005116382915592049	0.9994883617084408
n29782	5.714958541165608e-08	0.9999999428504145
10530	0.0	1.0
n29595	0.0012910161486443046	0.9987089838513558
24648	0.0	1.0
40999	0.0	1.0
69299	0.0	1.0
73332	0.0	1.0
11152	0.0	1.0
59258	0.0	1.0
8731	0.0	1.0
n29605	1.4940522488372002e-11	0.9999999999850594
n29678	0.0004827371640805933	0.9995172628359194
n29681	1.4128303615893505e-07	0.9999998587169637
n29691	3.99295015011636e-08	0.9999999600704984
n29703	0.000305070257790251	0.9996949297422099
n29736	9.10637172390974e-05	0.999908936282761
n29756	1.0193381531970243e-05	0.9999898066184679
59616	0.0	1.0
61599	0.0	1.0
32293	0.0	1.0
36402	0.0	1.0
n29783	1.1956156354149662e-07	0.9999998804384365
63139	0.0	1.0
32197	0.0	1.0
6400	0.0	1.0
1759	0.0	1.0
n29607	1.9942307356335586e-16	0.9999999999999999
35834	0.0	1.0
83514	0.0	1.0
40815	0.0	1.0
14389	0.0	1.0
20481	0.0	1.0
67329	0.0	1.0
n29685	1.631466455006115e-07	0.9999998368533545
n29692	6.877444823122624e-05	0.9999312255517687
25592	0.0	1.0
33083	0.0	1.0
17992	0.0	1.0
n29705	0.0004734482680290291	0.9995265517319709
n29731	0.0003054191227342878	0.9996945808772657
n29737	0.0004391885773906872	0.9995608114226094
n29742	8.967059248983141e-05	0.9999103294075102
12354	0.0	1.0
n29757	0.00014444362377096558	0.999855556376229
9958	0.0	1.0
n29768	4.422655939410297e-05	0.9999557734406058
n29771	3.879753756192795e-08	0.9999999612024625
n29774	0.00023003207669827528	0.9997699679233018
n29784	2.9204069688047715e-05	0.999970795930312
n29795	2.469406738077981e-07	0.9999997530593262
n29608	0.00010662195814824715	0.9998933780418517
23963	0.0	1.0
48112	0.0	1.0
n29613	2.0827154705012307e-11	0.9999999999791728
n29616	1.589225757291927e-07	0.9999998410774242
n29621	3.1084238541896215e-06	0.9999968915761458
n29661	0.00010375974768713088	0.9998962402523128
4541	0.0	1.0
n29665	4.65978382819145e-08	0.9999999534021617
37135	0.0	1.0
n29672	9.565790825125958e-06	0.9999904342091748
57323	0.0	1.0
32292	0.0	1.0
n29688	2.805439206016714e-05	0.9999719456079399
46336	0.0	1.0
61044	0.0	1.0
n29695	6.887337523911718e-05	0.9999311266247608
48241	0.0	1.0
n29707	5.5353730527322943e-05	0.9999446462694727
19127	0.0	1.0
n29733	0.0013427333940155665	0.9986572666059843
n29738	3.43929316443517e-08	0.9999999656070684
44491	0.0	1.0
n29743	0.00021368805467663027	0.9997863119453234
57651	0.0	1.0
3511	0.0	1.0
n29752	0.0010743969281028025	0.9989256030718973
41680	0.0	1.0
n29759	0.00014456172588220363	0.9998554382741177
45360	0.0	1.0
79167	0.0	1.0
52407	0.0	1.0
58402	0.0	1.0
53513	0.0	1.0
76792	0.0	1.0
220	0.0	1.0
n29786	2.9266223931356416e-05	0.9999707337760686
54154	0.0	1.0
75187	0.0	1.0
50846	0.0	1.0
49451	0.0	1.0
62627	0.0	1.0
17309	0.0	1.0
28525	0.0	1.0
9921	0.0	1.0
n29618	1.6344142393299193e-07	0.9999998365585762
791	0.0	1.0
22696	0.0	1.0
n29624	0.00023887898123545987	0.9997611210187646
58161	0.0	1.0
35749	0.0	1.0
74373	0.0	1.0
n29666	2.3899576921297095e-05	0.9999761004230787
42335	0.0	1.0
78983	0.0	1.0
n29674	0.0012515424014328265	0.9987484575985671
5813	0.0	1.0
81182	0.0	1.0
55419	0.0	1.0
31458	0.0	1.0
n29698	0.000539740921272214	0.9994602590787277
38457	0.0	1.0
n29709	5.5363270699664295e-05	0.9999446367293003
80985	0.0	1.0
51711	0.0	1.0
55416	0.0	1.0
21584	0.0	1.0
n29744	0.0006387951202982173	0.9993612048797017
38196	0.0	1.0
1880	0.0	1.0
24323	0.0	1.0
66075	0.0	1.0
75900	0.0	1.0
n29760	0.00041429919746989474	0.9995857008025301
n29764	2.4906352699325483e-07	0.999999750936473
n29787	2.9642206228975525e-05	0.9999703577937711
n29790	5.08390144731369e-05	0.9999491609855269
45735	0.0	1.0
28795	0.0	1.0
57999	0.0	1.0
55418	0.0	1.0
n29626	0.00023900223599440255	0.9997609977640056
12647	0.0	1.0
79349	0.0	1.0
59929	0.0	1.0
24995	0.0	1.0
68281	0.0	1.0
2256	0.0	1.0
42264	0.0	1.0
26303	0.0	1.0
n29711	1.9350136651611657e-05	0.9999806498633483
21084	0.0	1.0
42130	0.0	1.0
67750	0.0	1.0
35845	0.0	1.0
19554	0.0	1.0
46884	0.0	1.0
17184	0.0	1.0
33572	0.0	1.0
74103	0.0	1.0
76280	0.0	1.0
20934	0.0	1.0
n29627	0.0004603600681763827	0.9995396399318236
n29634	0.00016942091675324207	0.9998305790832467
30701	0.0	1.0
n29713	3.98325051294455e-11	0.9999999999601674
n29720	1.9421989747343164e-05	0.9999805780102526
n29628	0.0002821573180659783	0.999717842681934
n29631	0.00013249539686179565	0.9998675046031382
n29635	3.4661168848502605e-08	0.9999999653388312
n29641	7.485455575795418e-06	0.9999925145444242
17507	0.0	1.0
49773	0.0	1.0
24970	0.0	1.0
39905	0.0	1.0
84442	0.0	1.0
25991	0.0	1.0
n29721	1.9687350578539357e-05	0.9999803126494216
n29728	5.099374918641943e-09	0.9999999949006251
70895	0.0	1.0
1799	0.0	1.0
20738	0.0	1.0
38560	0.0	1.0
32987	0.0	1.0
45889	0.0	1.0
n29638	7.1335122531342e-05	0.9999286648774686
n29642	7.552915364326292e-06	0.9999924470846357
57583	0.0	1.0
33503	0.0	1.0
70733	0.0	1.0
n29722	0.0003863946899626257	0.9996136053100373
n29725	6.221593327008587e-11	0.999999999937784
74831	0.0	1.0
53469	0.0	1.0
60707	0.0	1.0
82536	0.0	1.0
28050	0.0	1.0
n29644	2.0620492487313364e-05	0.9999793795075128
75308	0.0	1.0
24883	0.0	1.0
65834	0.0	1.0
52001	0.0	1.0
69577	0.0	1.0
n29646	2.0630036086860846e-05	0.9999793699639132
87603	0.0	1.0
n29648	2.0686011906268087e-05	0.9999793139880937
n29649	0.00040426228519744337	0.9995957377148026
n29652	2.0839343650339893e-05	0.9999791606563496
18509	0.0	1.0
60719	0.0	1.0
n29653	0.0001868689406464053	0.9998131310593537
62188	0.0	1.0
29969	0.0	1.0
30296	0.0	1.0
sensitive	0.0	1.0
n29554	0.000239107115130988	0.999760892884869
32207	0.0	1.0
7746	0.0	1.0
sensitive	0.0	1.0
60395	0.0	1.0
sensitive	0.0	1.0
19009	0.0	1.0
sensitive	0.0	1.0
73009	0.0	1.0
sensitive	0.0	1.0
24557	0.0	1.0
sensitive	0.0	1.0
52350	0.0	1.0
sensitive	0.0	1.0
n29541	0.0035916034286684845	0.9964083965713315
29177	0.0	1.0
53779	0.0	1.0
sensitive	0.0	1.0
85039	0.0	1.0
sensitive	0.0	1.0
52531	0.0	1.0
sensitive	0.0	1.0
15857	0.0	1.0
sensitive	0.0	1.0
n29533	0.00336321512456216	0.9966367848754378
21854	0.0	1.0
67354	0.0	1.0
sensitive	0.0	1.0
18527	0.0	1.0
sensitive	0.0	1.0
68148	1.0	0.0
sensitive	0.0	1.0
n29523	0.002123790411725433	0.9978762095882746
n29524	0.0004845597828139166	0.9995154402171861
64216	0.0	1.0
78273	0.0	1.0
36031	0.0	1.0
sensitive	0.0	1.0
n29512	0.0006069113949795596	0.9993930886050205
7942	0.0	1.0
n29514	0.002774704334438207	0.9972252956655617
49276	0.0	1.0
n29516	0.0028255640917315143	0.9971744359082685
38973	0.0	1.0
55703	0.0	1.0
sensitive	0.0	1.0
35360	0.0	1.0
sensitive	0.0	1.0
n29494	0.0016567097473845765	0.9983432902526154
n29495	0.0019781894648600745	0.9980218105351399
n29498	0.0004930159127556592	0.9995069840872443
53152	0.0	1.0
52657	0.0	1.0
21978	0.0	1.0
n29500	0.0001607278996588213	0.9998392721003412
85886	0.0	1.0
n29502	0.00016071226736937846	0.9998392877326305
33049	0.0	1.0
n29504	1.8296523470264228e-07	0.9999998170347653
n29507	0.0005741573355732114	0.9994258426644268
51174	0.0	1.0
6130	0.0	1.0
71926	0.0	1.0
33671	0.0	1.0
sensitive	0.0	1.0
87471	0.0	1.0
sensitive	0.0	1.0
22322	0.0	1.0
sensitive	0.0	1.0
3637	0.0	1.0
sensitive	0.0	1.0
n29484	0.0006490548549635053	0.9993509451450365
72737	0.0	1.0
n29486	4.4483699842894566e-07	0.9999995551630017
46270	0.0	1.0
75258	0.0	1.0
sensitive	0.0	1.0
n29480	0.00020002139293847545	0.9997999786070615
40957	0.0	1.0
26247	0.0	1.0
sensitive	0.0	1.0
52444	0.0	1.0
sensitive	0.0	1.0
n29472	0.0028140412670712754	0.9971859587329287
47511	0.0	1.0
32018	0.0	1.0
sensitive	0.0	1.0
68765	0.0	1.0
sensitive	0.0	1.0
2358	0.0	1.0
sensitive	0.0	1.0
n29467	0.0003283623287961272	0.9996716376712038
46008	0.0	1.0
68544	0.0	1.0
sensitive	0.0	1.0
n29463	3.86376654384734e-07	0.9999996136233456
52959	0.0	1.0
43877	0.0	1.0
sensitive	0.0	1.0
52701	0.0	1.0
sensitive	0.0	1.0
22196	0.0	1.0
sensitive	0.0	1.0
25154	0.0	1.0
sensitive	0.0	1.0
49487	0.0	1.0
sensitive	0.0	1.0
n29448	0.002820346465537027	0.997179653534463
52947	0.0	1.0
n29450	0.0003165886977148627	0.9996834113022851
53457	0.0	1.0
n29452	0.00011200963109953158	0.9998879903689004
66743	0.0	1.0
13861	0.0	1.0
sensitive	0.0	1.0
52862	0.0	1.0
sensitive	0.0	1.0
72983	0.0	1.0
sensitive	0.0	1.0
42	0.0	1.0
sensitive	0.0	1.0
n29438	0.0031759696290824375	0.9968240303709175
32814	0.0	1.0
66855	0.0	1.0
sensitive	0.0	1.0
43774	0.0	1.0
sensitive	0.0	1.0
77283	0.0	1.0
sensitive	0.0	1.0
13411	0.0	1.0
sensitive	0.0	1.0
71996	0.0	1.0
sensitive	0.0	1.0
n29400	0.0018708094412427637	0.9981291905587573
n29401	0.003169745994857957	0.996830254005142
n29404	0.0018441722056776154	0.9981558277943224
2306	0.0	1.0
60227	0.0	1.0
n29405	0.0011612617683121643	0.9988387382316879
n29427	4.100232348036922e-07	0.9999995899767652
n29406	0.0011610645367324506	0.9988389354632675
80604	0.0	1.0
52212	0.0	1.0
20363	0.0	1.0
n29407	0.0012898355827453594	0.9987101644172547
n29418	1.6477424586961832e-07	0.9999998352257541
44965	0.0	1.0
n29409	0.002069607473132425	0.9979303925268675
n29419	6.418096955684386e-08	0.9999999358190305
2348	0.0	1.0
39013	0.0	1.0
n29410	0.00037210544322453315	0.9996278945567755
n29415	2.489054139703489e-07	0.999999751094586
n29420	0.0008841170903292574	0.9991158829096707
34999	0.0	1.0
n29411	0.00026989614110758383	0.9997301038588924
60148	0.0	1.0
68166	0.0	1.0
79440	0.0	1.0
30935	0.0	1.0
53067	0.0	1.0
80174	0.0	1.0
53002	0.0	1.0
sensitive	0.0	1.0
n29391	0.0040734906503508694	0.9959265093496491
85112	0.0	1.0
n29393	0.0012499071292290168	0.998750092870771
n29394	5.8865426799509376e-05	0.9999411345732006
n29397	1.7987352926818664e-07	0.9999998201264707
57142	0.0	1.0
22336	0.0	1.0
86010	0.0	1.0
20028	0.0	1.0
sensitive	0.0	1.0
67248	0.0	1.0
sensitive	0.0	1.0
25709	0.0	1.0
sensitive	0.0	1.0
n29378	0.002197977041075991	0.9978020229589241
n29379	0.002415280454653808	0.9975847195453461
28864	0.0	1.0
28730	0.0	1.0
n29381	0.0008299499495358626	0.9991700500504641
18665	0.0	1.0
24880	0.0	1.0
69064	0.0	1.0
sensitive	0.0	1.0
13213	0.0	1.0
sensitive	0.0	1.0
n29372	0.0021594879252920416	0.9978405120747079
60502	0.0	1.0
24455	0.0	1.0
sensitive	0.0	1.0
49806	0.0	1.0
sensitive	0.0	1.0
81801	0.0	1.0
sensitive	0.0	1.0
13298	0.0	1.0
sensitive	0.0	1.0
n29365	3.0402545322288805e-05	0.9999695974546777
77535	0.0	1.0
189	0.0	1.0
sensitive	0.0	1.0
n29362	1.581315123218653e-07	0.9999998418684877
18549	0.0	1.0
84226	0.0	1.0
sensitive	0.0	1.0
11303	0.0	1.0
sensitive	0.0	1.0
53577	0.0	1.0
sensitive	0.0	1.0
n29351	6.373761230503013e-05	0.9999362623876951
43996	0.0	1.0
n29353	1.5582496944342442e-07	0.9999998441750305
83805	0.0	1.0
85910	0.0	1.0
sensitive	0.0	1.0
77133	0.0	1.0
sensitive	0.0	1.0
11766	0.0	1.0
sensitive	0.0	1.0
n29343	0.0013001797203782356	0.9986998202796218
40476	0.0	1.0
37003	0.0	1.0
sensitive	0.0	1.0
65026	0.0	1.0
sensitive	0.0	1.0
52969	0.0	1.0
sensitive	0.0	1.0
28066	0.0	1.0
sensitive	0.0	1.0
15037	0.0	1.0
sensitive	0.0	1.0
15740	0.0	1.0
sensitive	0.0	1.0
59563	0.0	1.0
sensitive	0.0	1.0
n29327	0.000549002263916126	0.9994509977360838
79277	0.0	1.0
35914	0.0	1.0
sensitive	0.0	1.0
n29319	0.001446248628505732	0.9985537513714943
n29320	0.0025983506972492914	0.9974016493027507
23203	0.0	1.0
13714	0.0	1.0
n29322	0.0008934762837594423	0.9991065237162406
10880	0.0	1.0
42254	0.0	1.0
sensitive	0.0	1.0
n29272	0.0010123717053827095	0.9989876282946173
n29273	3.3044506150815283e-07	0.9999996695549385
n29278	0.0013091088220674022	0.9986908911779326
66920	0.0	1.0
n29275	2.3960489158099817e-07	0.9999997603951084
66597	0.0	1.0
n29280	0.0012917863367852092	0.9987082136632148
15828	0.0	1.0
2128	0.0	1.0
13315	0.0	1.0
n29282	0.0010930632611776871	0.9989069367388224
n29283	0.001093208983595227	0.9989067910164048
n29312	0.00026015936214613197	0.9997398406378538
86344	0.0	1.0
n29285	0.0013825957195754681	0.9986174042804246
42145	0.0	1.0
77220	0.0	1.0
n29315	1.3932704621637021e-08	0.9999999860672953
48423	0.0	1.0
n29287	0.0022555577871899595	0.99774444221281
65674	0.0	1.0
59262	0.0	1.0
n29288	0.0011484044590229405	0.998851595540977
n29307	8.65906522542844e-05	0.9999134093477458
59280	0.0	1.0
n29290	0.0006992286698910987	0.9993007713301089
3437	0.0	1.0
28711	0.0	1.0
82109	0.0	1.0
14668	0.0	1.0
n29291	0.00023434253996679517	0.9997656574600333
n29298	3.0404175868012365e-05	0.999969595824132
85545	0.0	1.0
n29293	2.4274722186552207e-05	0.9999757252778135
34815	0.0	1.0
856	0.0	1.0
70457	0.0	1.0
n29302	0.00010061691876329484	0.9998993830812367
4759	0.0	1.0
n29295	2.6105813285184656e-05	0.9999738941867148
n29303	2.675240632544886e-08	0.9999999732475937
65938	0.0	1.0
36376	0.0	1.0
38549	0.0	1.0
55282	0.0	1.0
5752	0.0	1.0
sensitive	0.0	1.0
n29267	0.0013034336443741967	0.9986965663556259
61059	0.0	1.0
n29269	0.0018425304699914101	0.9981574695300086
18577	0.0	1.0
24052	0.0	1.0
sensitive	0.0	1.0
78060	0.0	1.0
sensitive	0.0	1.0
n29252	0.0007541587910263496	0.9992458412089736
n29253	0.002018060134972012	0.997981939865028
n29258	0.0018515968585143057	0.9981484031414857
28414	0.0	1.0
n29255	0.0010598160355947035	0.9989401839644053
38432	0.0	1.0
n29260	0.00023731789483781926	0.9997626821051622
86582	0.0	1.0
50865	0.0	1.0
2195	0.0	1.0
61168	0.0	1.0
sensitive	0.0	1.0
73754	0.0	1.0
sensitive	0.0	1.0
n29235	0.0009393816618772953	0.9990606183381227
n29236	0.0010135910913477817	0.9989864089086522
n29239	0.0007314874819892058	0.9992685125180107
40877	0.0	1.0
962	0.0	1.0
83268	0.0	1.0
30412	0.0	1.0
n29242	0.0007317087756710904	0.9992682912243289
n29243	0.0017996107106898027	0.9982003892893102
80725	0.0	1.0
n29244	0.001799744053485107	0.9982002559465148
n29247	3.994547910702215e-07	0.999999600545209
60670	0.0	1.0
84525	0.0	1.0
50229	0.0	1.0
64425	0.0	1.0
sensitive	0.0	1.0
40566	0.0	1.0
sensitive	0.0	1.0
n29230	0.0011601774064206383	0.9988398225935794
8182	0.0	1.0
53138	0.0	1.0
sensitive	0.0	1.0
63232	0.0	1.0
sensitive	0.0	1.0
n29087	0.0004001869555030275	0.999599813044497
70467	0.0	1.0
n29089	4.460569957633138e-06	0.9999955394300424
n29090	0.00010518593235767619	0.9998948140676424
78584	0.0	1.0
n29130	4.455091452034854e-06	0.999995544908548
55090	0.0	1.0
64788	0.0	1.0
n29091	0.002443955668410733	0.9975560443315893
n29094	0.00010538017503033953	0.9998946198249696
n29131	0.0005738646897297275	0.9994261353102702
n29135	4.937766350115076e-05	0.9999506223364989
n29199	4.673859741165799e-06	0.9999953261402589
n29204	4.9855746824603925e-06	0.9999950144253175
70275	0.0	1.0
35430	0.0	1.0
n29095	0.0009481456695563113	0.9990518543304436
n29098	0.00010567664298602992	0.999894323357014
65395	0.0	1.0
54726	0.0	1.0
43960	0.0	1.0
73706	0.0	1.0
n29136	0.0008620221755470746	0.9991379778244529
n29145	0.00010459739693461559	0.9998954026030653
n29191	0.0009340982054735955	0.9990659017945265
n29196	0.0007943607201978622	0.9992056392798021
78240	0.0	1.0
n29201	2.573087289579997e-07	0.999999742691271
n29205	0.0015252373605092037	0.9984747626394909
17056	0.0	1.0
46326	0.0	1.0
47190	0.0	1.0
n29099	0.00010606102061056424	0.9998939389793894
n29125	0.0001099043811984341	0.9998900956188016
n29137	0.000862035361230142	0.9991379646387699
35583	0.0	1.0
86723	0.0	1.0
n29147	0.00010475013340858513	0.9998952498665914
1778	0.0	1.0
54921	0.0	1.0
72209	0.0	1.0
21278	0.0	1.0
80646	0.0	1.0
86943	0.0	1.0
20088	0.0	1.0
6288	0.0	1.0
n29206	1.3625856238082454e-08	0.9999999863741438
n29209	0.0010234585825763488	0.9989765414174236
45169	0.0	1.0
n29101	0.0008858605820449289	0.999114139417955
50497	0.0	1.0
67811	0.0	1.0
n29138	0.0008815073381739651	0.9991184926618261
52877	0.0	1.0
n29148	0.0005937262545548282	0.9994062737454452
n29153	0.0016846952502759622	0.9983153047497241
n29172	1.037457246270533e-08	0.9999999896254276
38967	0.0	1.0
20066	0.0	1.0
n29210	0.0006086509465202765	0.9993913490534796
n29215	0.00015987389643122308	0.9998401261035688
35938	0.0	1.0
n29103	0.0011210887454417803	0.9988789112545582
21844	0.0	1.0
n29140	0.0014075843365903443	0.9985924156634097
69000	0.0	1.0
n29150	4.272531133760915e-08	0.9999999572746886
n29154	0.00228216179456492	0.997717838205435
n29165	0.0019830250895236192	0.9980169749104765
n29173	0.0004847055046836478	0.9995152944953164
34418	0.0	1.0
n29177	2.316120491425736e-07	0.9999997683879508
64170	0.0	1.0
16875	0.0	1.0
48015	0.0	1.0
n29212	0.0006414311480332673	0.9993585688519667
34496	0.0	1.0
n29217	3.43874826569207e-08	0.9999999656125174
n29104	0.0008523751429688948	0.9991476248570311
n29122	0.0015118924488792946	0.9984881075511207
65769	0.0	1.0
87340	0.0	1.0
2460	0.0	1.0
68956	0.0	1.0
n29155	0.0008532394225137122	0.9991467605774863
n29162	6.908939698185004e-05	0.9999309106030182
35689	0.0	1.0
n29167	0.0025109834151494704	0.9974890165848505
83035	0.0	1.0
28458	0.0	1.0
n29178	9.868533064691341e-05	0.9999013146693532
62142	0.0	1.0
67082	0.0	1.0
53769	0.0	1.0
61625	0.0	1.0
n29219	0.00013498198842392642	0.999865018011576
76782	0.0	1.0
n29105	0.0008522349455342394	0.9991477650544658
14913	0.0	1.0
71100	0.0	1.0
66335	0.0	1.0
n29156	0.0006149286965080361	0.999385071303492
20366	0.0	1.0
15270	0.0	1.0
56819	0.0	1.0
31498	0.0	1.0
n29169	0.00251119627871938	0.9974888037212807
61305	0.0	1.0
n29180	1.2209140774785696e-05	0.9999877908592253
60208	0.0	1.0
7784	0.0	1.0
15830	0.0	1.0
n29106	0.0008525460372441695	0.9991474539627557
28610	0.0	1.0
n29116	0.001084683035126808	0.9989153169648732
83756	0.0	1.0
n29158	2.4810756767809117e-08	0.9999999751892432
85544	0.0	1.0
50465	0.0	1.0
14442	0.0	1.0
n29182	0.0002899131653427528	0.9997100868346572
15093	0.0	1.0
n29107	0.0008929827666963192	0.9991070172333038
