node	RT_T215D	RT_T215F	RT_T215S	RT_T215Y	sensitive
n35326	1.946255262194212e-12	3.2477765794231078e-12	1.838164121059375e-12	1.0949135959447757e-11	0.9999999999820186
81599	0.0	0.0	0.0	0.0	1.0
18759	0.0	0.0	0.0	0.0	1.0
6137	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
n35319	0.00011732992552309869	0.00019579208934277615	0.00011081365513174266	0.0006600682508706275	0.9989159960791317
37054	0.0	0.0	0.0	0.0	1.0
24945	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
71750	0.0	0.0	0.0	1.0	0.0
sensitive	0.0	0.0	0.0	0.0	1.0
70344	0.0	0.0	0.0	1.0	0.0
sensitive	0.0	0.0	0.0	0.0	1.0
n35306	0.000807643760097392	0.0013477402165655787	0.0007627888341505583	0.004543597907160621	0.9925382292820258
7437	0.0	0.0	0.0	0.0	1.0
n35308	0.00021489022764578221	0.0003585939943499704	0.0002029556523738982	0.001208917640226561	0.9980146424854037
60393	0.0	0.0	0.0	0.0	1.0
37546	0.0	0.0	0.0	0.0	1.0
259	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
55316	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
n35302	0.0012980022738072205	0.002166016692053195	0.0012259138125982557	0.007302229901521231	0.9880078373200202
38719	0.0	0.0	0.0	0.0	1.0
73192	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
6088	0.0	1.0	0.0	0.0	0.0
sensitive	0.0	0.0	0.0	0.0	1.0
884	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
14839	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
n35292	0.0007765640583934544	0.001295876553432458	0.0007334352371814755	0.00436875142831188	0.9928253727226808
24721	0.0	0.0	0.0	0.0	1.0
80993	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
34095	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
51424	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
7339	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
39802	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
n35278	5.57516104516125e-06	9.303444322392239e-06	5.26552770410477e-06	0.9987095684894111	0.0012702873775172557
897	0.0	0.0	0.0	1.0	0.0
58871	0.0	0.0	0.0	1.0	0.0
sensitive	0.0	0.0	0.0	0.0	1.0
n35275	0.0005638842884849671	0.0009409712185345353	0.0005325672781244512	0.003172269259818338	0.9947903079550376
6144	0.0	0.0	0.0	0.0	1.0
76745	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
39891	1.0	0.0	0.0	0.0	0.0
sensitive	0.0	0.0	0.0	0.0	1.0
76899	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
n35255	0.00022540692898905253	0.0003761435403827726	0.0002128882770694388	0.0012680819210324362	0.9979174793325263
n35256	0.00023301938638734549	0.00038884668437949517	0.00022007795374466582	0.0013109076657630877	0.9978471483097254
n35261	0.00022543687609874816	0.00037619351405445903	0.00021291656097630404	0.001268250395837369	0.9979172026530332
22662	0.0	0.0	0.0	0.0	1.0
n35258	1.2198395793075374e-05	2.0355841771042164e-05	1.1520921184836478e-05	6.862506507751705e-05	0.9998872997761735
67094	0.0	0.0	0.0	0.0	1.0
n35263	0.00039532656896862193	0.000659693718938222	0.0003733709186534817	0.0022240064990958607	0.9963476022943438
42865	0.0	0.0	0.0	0.0	1.0
73690	0.0	0.0	0.0	0.0	1.0
n35264	0.000454474713354067	0.0007583960637862514	0.0004292340928981532	0.002556758881172997	0.9958011362487885
n35269	1.5484683197007046e-08	2.5839771587992046e-08	1.4624694731265467e-08	8.711288026107249e-08	0.9999998569379702
21961	0.0	0.0	0.0	0.0	1.0
n35266	3.8256439331471106e-05	6.383970802103061e-05	3.6131752881846625e-05	0.0002152209752241858	0.9996465511245414
1877	0.0	0.0	0.0	0.0	1.0
13039	0.0	0.0	0.0	0.0	1.0
75409	0.0	0.0	0.0	0.0	1.0
44293	0.0	0.0	0.0	0.0	1.0
76969	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
66809	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
n35250	0.00043050912666471803	0.0007184039452426382	0.00040659950716409447	0.0024219345998432312	0.9960225528210853
77515	0.0	0.0	0.0	0.0	1.0
67238	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
n35247	0.0002509586149958839	0.0004187824320994744	0.00023702087332373546	0.0014118291927888173	0.997681408886792
85286	0.0	0.0	0.0	0.0	1.0
65716	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
n35239	0.0011228201071266607	0.001873684771811512	0.0010604609145654406	0.006316699689778282	0.9896263345167181
11531	0.0	0.0	0.0	0.0	1.0
n35241	0.0010951761408529337	0.001827554427056551	0.0010343522391233239	0.006161181782611168	0.9898817354103561
n35242	1.430083350914679e-05	2.386424486008732e-05	1.3506593697334918e-05	8.045284370794419e-05	0.9998678754842255
7303	0.0	0.0	0.0	0.0	1.0
33366	0.0	0.0	0.0	0.0	1.0
73938	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
47042	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
26503	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
n35154	3.4413116445928106e-05	5.742623580220413e-05	3.250188049507305e-05	0.0004179284451188471	0.9994577303221379
22372	0.0	0.0	0.0	0.0	1.0
n35156	3.43564474247407e-05	5.733167044720337e-05	3.244835875846137e-05	0.0004176369242614098	0.9994582265991082
n35157	0.00022039427158119281	0.0003677787633434215	0.00020815401267089209	0.0012471387253475022	0.997956534227057
n35160	3.432137802116912e-05	5.727314904469952e-05	3.241523703972057e-05	0.00041747976515672884	0.9994585104707376
45217	0.0	0.0	0.0	0.0	1.0
69662	0.0	0.0	0.0	0.0	1.0
n35161	4.015523959346814e-06	6.700829496833776e-06	3.792509755890924e-06	0.000385324411958652	0.9996001667248293
n35229	0.00017706201801464164	0.00029546888652469156	0.00016722834616768022	0.001015004963777417	0.9983452357855155
25184	0.0	0.0	0.0	0.0	1.0
n35163	4.001067336181411e-06	6.676705280937651e-06	3.7788560247845732e-06	0.0003854068764075406	0.9996001364949505
n35230	6.7858942021282955e-06	1.132383232981908e-05	6.409019152808529e-06	3.833940125345782e-05	0.9999371418530617
n35233	8.941249055371708e-05	0.00014920539888527463	8.444669890069269e-05	0.0005060567450905498	0.9991708786665697
72181	0.0	0.0	0.0	0.0	1.0
n35165	3.991896266049512e-06	6.661401231483702e-06	3.770194297622859e-06	0.0003855835975732665	0.9995999929106316
51323	0.0	0.0	0.0	0.0	1.0
87424	0.0	0.0	0.0	0.0	1.0
36581	0.0	0.0	0.0	0.0	1.0
28370	0.0	0.0	0.0	0.0	1.0
n35166	3.9863817731955404e-06	6.652199026055451e-06	3.764986068719431e-06	0.00038585513407613675	0.9995997412990559
n35226	9.359239082236594e-07	1.5618052823266414e-06	8.83944558330358e-07	5.292997406400147e-06	0.9999913253288447
n35167	0.00012105761095510014	0.00020201259375279991	0.00011433431233884301	0.18031064878979605	0.8192519466931572
n35179	3.9877322374888285e-06	6.654452587748133e-06	3.7662615309154307e-06	0.0003854261447192993	0.9996001654089245
33867	0.0	0.0	0.0	0.0	1.0
5640	0.0	0.0	0.0	0.0	1.0
n35168	1.0262819299926668e-08	1.712588518505813e-08	9.692842755257469e-09	2.187153095003634e-06	0.9999977757653578
n35173	9.844616320479827e-10	1.642801688973435e-09	9.297865936403476e-10	0.9999986472875593	1.3491553908561613e-06
881	0.0	0.0	0.0	0.0	1.0
n35180	0.00015576501190409548	0.0002599299112416228	0.00014711413336177448	0.0010205371622253546	0.9984166537812671
n35194	8.379791621997135e-05	0.00013983618438459733	7.914394684355661e-05	0.00048305493726620173	0.9992141670152858
n35201	5.0919686468197903e-05	8.497126166098885e-05	4.809170849249781e-05	0.0004047705826300381	0.9994112467607482
12048	0.0	0.0	0.0	0.0	1.0
n35170	2.0786311764438374e-09	3.468676377271286e-09	1.9631881406690966e-09	4.4258431952367254e-07	0.9999995499051847
22238	0.0006985261245866589	0.0011656522305250189	0.0006597313747993463	0.8656554328655325	0.13182065740455665
84597	0.0	0.0	0.0	1.0	0.0
46707	0.0	0.0	0.0	1.0	0.0
84201	0.001458443003527209	0.0024337491187764342	0.0013774439837205023	0.7195051079221022	0.27522525597187364
5421	0.0	0.0	0.0	0.0	1.0
n35182	0.00010893143803743054	0.0001817772725361772	0.00010288160291474983	0.0006278453627873421	0.9989785643237242
51743	0.0	0.0	0.0	0.0	1.0
n35196	1.0294235628465812e-05	1.717831058784207e-05	9.72251428347775e-06	5.8052698150428764e-05	0.9999047522413498
1167	0.0	0.0	0.0	0.0	1.0
n35203	3.7646819322950534e-05	6.282241618656247e-05	3.555598995449091e-05	0.00023140794828835736	0.9996325668262476
38316	0.0	0.0	0.0	0.0	1.0
69596	0.0	0.0	0.0	0.0	1.0
n35183	2.4148843268704966e-07	4.0297924486964347e-07	2.2807664607968642e-07	1.3595254442269322e-06	0.9999977679302322
n35186	9.214052615372001e-09	1.5375775658553495e-08	8.702322483657855e-09	5.266464254158819e-08	0.9999999140432068
83675	0.0	0.0	0.0	0.0	1.0
n35198	6.259557332237154e-10	1.0445517654388425e-09	5.911913984427962e-10	3.5238279795919207e-09	0.9999999942144732
1361	0.0	0.0	0.0	0.0	1.0
n35205	4.405852564060797e-05	7.352182957653587e-05	4.1611602872706196e-05	0.00024893605138893944	0.9995918719905211
n35210	8.836310504927546e-06	1.4745425671481277e-05	8.345559417723005e-06	4.984445522362327e-05	0.9999182282491823
81077	0.0	0.0	0.0	0.0	1.0
30448	0.0	0.0	0.0	0.0	1.0
22610	0.0	0.0	0.0	0.0	1.0
n35188	7.525213889018695e-11	1.2557558044236423e-10	7.107278496704986e-11	4.3011228577514704e-10	0.9999999992979872
33839	0.0	0.0	0.0	0.0	1.0
34959	0.0	0.0	0.0	0.0	1.0
3930	0.0	0.0	0.0	0.0	1.0
n35207	2.5679004030215823e-06	4.2851351255036095e-06	2.42528432882262e-06	1.4487693271277901e-05	0.9999762339868714
n35211	8.837184383505334e-06	1.4746883939794447e-05	8.34638476282502e-06	4.984925638382132e-05	0.99991822029053
3258	0.0	0.0	0.0	0.0	1.0
6351	0.0	0.0	0.0	0.0	1.0
n35190	3.060701463931764e-08	5.1074875553357223e-08	2.890716200263694e-08	1.7219402323323072e-07	0.9999997172169246
73416	0.0	0.0	0.0	0.0	1.0
37598	0.0	0.0	0.0	0.0	1.0
22684	0.0	0.0	0.0	0.0	1.0
n35212	2.0927108589119303e-05	3.492171580523316e-05	1.9764858656137575e-05	0.00011773510861253795	0.999806651208337
32499	0.0	0.0	0.0	0.0	1.0
n35216	1.5830340907824016e-12	2.641658134131429e-12	1.4951155301229394e-12	8.905976915686717e-12	0.9999999999853743
74106	0.0	0.0	0.0	0.0	1.0
64089	0.0	0.0	0.0	0.0	1.0
11861	0.0	0.0	0.0	0.0	1.0
35657	0.0	0.0	0.0	0.0	1.0
10910	0.0	0.0	0.0	0.0	1.0
n35218	1.3720236907475077e-09	2.289538528568794e-09	1.2958242274614168e-09	7.718655752902891e-09	0.9999999873239579
71249	0.0	0.0	0.0	0.0	1.0
n35222	2.376631374578535e-12	3.965958559606493e-12	2.244638001291298e-12	1.3370372569882538e-11	0.9999999999780423
22140	0.0	0.0	0.0	0.0	1.0
77771	0.0	0.0	0.0	0.0	1.0
69120	0.0	0.0	0.0	0.0	1.0
84383	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
8701	0.003388117369740701	0.005653856642306369	0.0031999480787397116	0.01906068461237419	0.968697393296839
sensitive	0.0	0.0	0.0	0.0	1.0
53165	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
4241	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
n35139	0.00024350809135907552	0.0004063495119979333	0.00022998413693138455	0.0013699144461196025	0.997750243813592
n35140	0.0005259425016946371	0.0008776565809776028	0.000496732702608267	0.002958818439578369	0.9951408497751412
n35143	0.0003290554927471446	0.0005491051165970147	0.0003107804060210463	0.001851182318309921	0.9969598766663249
11782	0.0	0.0	0.0	0.0	1.0
51296	0.0	0.0	0.0	0.0	1.0
24996	0.0	0.0	0.0	0.0	1.0
n35145	0.0007159590909861552	0.0011947431627793638	0.0006761961489642005	0.004027803331291807	0.9933852982659784
73363	0.0	0.0	0.0	0.0	1.0
73582	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
n35097	1.3116922864853731e-05	2.1888616412290715e-05	1.2388435092370473e-05	7.3792464229464e-05	0.999878813561401
n35098	8.356425104641897e-05	0.00013944626005512643	7.892325896837976e-05	0.00047011117391926484	0.9992279550560107
4882	0.0	0.0	0.0	0.0	1.0
n35104	5.2959246052854024e-06	8.837473806002816e-06	5.001799499977289e-06	2.979352177518656e-05	0.9999510712803136
42702	0.0	0.0	0.0	0.0	1.0
n35100	5.027173065104617e-06	8.388999767248521e-06	4.747973885097339e-06	2.82815941211372e-05	0.9999535542591614
n35105	2.9498430747617392e-05	4.922494719620501e-05	2.786014665244573e-05	0.0001659506515511674	0.9997274658238525
n35108	8.184051099846761e-06	1.3656980152191302e-05	7.729525200972171e-06	4.604138518308526e-05	0.9999243880583639
78621	0.0	0.0	0.0	0.0	1.0
30326	0.0	0.0	0.0	0.0	1.0
45504	0.0	0.0	0.0	0.0	1.0
87247	0.0	0.0	0.0	0.0	1.0
n35109	8.688836376834799e-05	0.00014499331015454254	8.20627570899769e-05	0.0004888117846993213	0.9991972437842878
n35118	4.5513402270058355e-06	7.5949627376168746e-06	4.29856785516633e-06	2.5604679874832408e-05	0.9999579504493054
n35110	9.659843830297406e-05	0.00016119681298924128	9.123355342336193e-05	0.0005434381887076685	0.9991075330065767
49764	0.0	0.0	0.0	0.0	1.0
n35119	0.0001267957380672525	0.00021158798461062147	0.00011975375529913852	0.0007133204991886313	0.9988285420228343
n35124	4.554062239614413e-06	7.599505044564355e-06	4.301138692615739e-06	2.5619993223864048e-05	0.9999579253007993
3579	0.0	0.0	0.0	0.0	1.0
n35111	1.2413124696426972e-08	2.071416655853396e-08	1.17237244725462e-08	6.983307514838998e-08	0.9999998853159092
n35114	6.445640023219891e-05	0.00010756039617950601	6.087662013352502e-05	0.0003626152762733047	0.9994044913071815
87746	0.0	0.0	0.0	0.0	1.0
n35121	0.00028511999873119753	0.00047578859371218775	0.00026928500184159493	0.0016040124291537771	0.9973657939765613
83539	0.0	0.0	0.0	0.0	1.0
n35126	4.564835719315462e-06	7.617483084614718e-06	4.3113138347104715e-06	2.568060207425202e-05	0.9999578257652871
78770	0.0	0.0	0.0	0.0	1.0
71934	0.0	0.0	0.0	0.0	1.0
35998	0.0	0.0	0.0	0.0	1.0
58399	0.0	0.0	0.0	0.0	1.0
41501	0.0	0.0	0.0	0.0	1.0
4850	0.0	0.0	0.0	0.0	1.0
5922	0.0	0.0	0.0	0.0	1.0
n35128	4.3439028022102104e-05	7.248805466762522e-05	4.1026510918151695e-05	0.00024437689803548336	0.9995986695083567
n35129	4.085125409481652e-09	6.816975597518925e-09	3.858245680102286e-09	2.298187416042348e-08	0.9999999622577791
n35133	4.346845891712479e-05	7.25371669158605e-05	4.1054307279878866e-05	0.0002445424687482624	0.9995983975981388
46007	0.0	0.0	0.0	0.0	1.0
6846	0.0	0.0	0.0	0.0	1.0
73216	0.0	0.0	0.0	0.0	1.0
n35134	0.00014191925954531822	0.00023682507442559684	0.0001340373465140494	0.0007984015756874479	0.9986888167438276
83834	0.0	0.0	0.0	0.0	1.0
27036	0.0	0.0	0.0	0.0	1.0
58917	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
2880	0.0	0.0	0.0	1.0	0.0
sensitive	0.0	0.0	0.0	0.0	1.0
9051	0.0	0.0	0.0	1.0	0.0
sensitive	0.0	0.0	0.0	0.0	1.0
n35089	0.00027715064693769904	0.0004624898889580499	0.0002617582519750875	0.0015591788875363671	0.9974394223245928
3393	0.0	0.0	0.0	0.0	1.0
n35091	3.032862073861394e-12	5.061031100824182e-12	2.8644229544733977e-12	1.7062108880580788e-11	0.9999999999719795
44373	0.0	0.0	0.0	0.0	1.0
63830	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
66798	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
n35082	0.0003238912998146424	0.0005404874675231239	0.0003059030220791002	0.0018221298853443523	0.9970075883252388
65350	0.0	0.0	0.0	0.0	1.0
49279	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
37966	0.0	0.0	0.0	1.0	0.0
sensitive	0.0	0.0	0.0	0.0	1.0
31689	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
n35074	0.0008175417126989463	0.001364257237363419	0.0007721370741772084	0.004599281265279021	0.9924467827104814
86717	0.0	0.0	0.0	0.0	1.0
n35076	2.2581647971906298e-05	3.7682697040084434e-05	2.1327508216755888e-05	0.0001270385949035486	0.9997913695518676
22525	0.0	0.0	0.0	0.0	1.0
32828	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
n35069	0.00034130589210198395	0.000569547738326074	0.00032235044259339607	0.022647000284593686	0.9761197956423849
54538	0.0	0.0	0.0	0.0	1.0
80121	0.0	0.0	0.0	1.0	0.0
sensitive	0.0	0.0	0.0	0.0	1.0
n35044	0.00014732123523878001	0.00024583951897489943	0.00013913930723597522	0.0026464182539848624	0.9968212816845654
n35045	0.00022325507773195778	0.0003725526793837301	0.00021085593534557476	0.002979475153994722	0.996213861153544
n35064	0.0009444012906702529	0.0015759517536039077	0.0008919511238392719	0.05762572941982699	0.9389619664120595
n35046	5.471914860701227e-05	9.131154209004944e-05	5.1680156071063875e-05	0.00031806701606393046	0.999484222137168
82003	0.0	0.0	0.0	0.0	1.0
81	0.0	0.0	0.0	0.0	1.0
19846	0.0	0.0	0.0	1.0	0.0
n35047	0.00015480596546311507	0.0002583295206710233	0.00014620835045010627	0.0008772063602395961	0.9985634498031761
n35052	4.774969550617348e-05	7.96813993271865e-05	4.509777251520659e-05	0.00027723949964707863	0.9995502316330043
n35048	1.692079049019213e-08	2.8236248413486586e-08	1.5981043485512813e-08	9.522519284732911e-08	0.9999998436367248
44204	0.0	0.0	0.0	0.0	1.0
31096	0.0	0.0	0.0	0.0	1.0
n35054	4.7742024188076385e-05	7.966859796051427e-05	4.509052724683845e-05	0.0002771922033345941	0.9995503066472701
66180	0.0	0.0	0.0	0.0	1.0
73339	0.0	0.0	0.0	0.0	1.0
14059	0.0	0.0	0.0	0.0	1.0
n35056	0.00017545362287376128	0.00029278490761890303	0.00016570927808967314	0.0009881644916878568	0.9983778876997297
78313	0.0	0.0	0.0	0.0	1.0
n35058	4.915165097829618e-05	8.20208859485975e-05	4.642186617251723e-05	0.00027662246338679033	0.9995457831335138
n35059	1.3355674977208143e-09	2.2287029474469543e-09	1.261392738789919e-09	7.513941627516057e-09	0.9999999876603951
11602	0.0	0.0	0.0	0.0	1.0
65836	0.0	0.0	0.0	0.0	1.0
78825	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
11547	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
6163	0.0	0.0	0.0	1.0	0.0
sensitive	0.0	0.0	0.0	0.0	1.0
62534	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
n35001	0.0003491698859237976	0.00058267062896192	0.0003297776858601364	0.0019643407666959114	0.9967740410325583
n35002	0.0004935696561006675	0.0008236350084882677	0.0004661577803854024	0.002776697062856714	0.9954399404921689
n35007	0.0007751737301517584	0.0012935564695314384	0.0007321221250013701	0.004360929796051045	0.9928382178792644
51513	0.0	0.0	0.0	0.0	1.0
n35004	0.00048727951967057434	0.0008131384625439288	0.000460216985605312	0.0027413103588028375	0.9954980546733774
43393	0.0	0.0	0.0	0.0	1.0
n35009	0.0001231651850719833	0.0002055295681133444	0.00011632483598668167	0.0006928959335495045	0.9988620844772784
30165	0.0	0.0	0.0	0.0	1.0
64878	0.0	0.0	0.0	0.0	1.0
76542	0.0	0.0	0.0	0.0	1.0
n35011	0.00012312333399098956	0.00020545972991518218	0.00011628530923137648	0.0006926604900366454	0.9988624711368258
n35012	8.100689042178755e-05	0.00013517871298504024	7.650792905964634e-05	0.0004557241149756911	0.999251582352558
n35017	4.924515369202843e-07	8.217691682988577e-07	4.6510175931746936e-07	2.7704068093824127e-06	0.9999954502707261
61663	0.0	0.0	0.0	0.0	1.0
n35014	6.1411310114002e-05	0.00010247895976146753	5.800064825594534e-05	0.00034548437553250463	0.999432624706336
62686	0.0	0.0	0.0	0.0	1.0
n35019	4.982243628532804e-07	8.314024621562798e-07	4.705539739952045e-07	2.802883256454078e-06	0.9999953969359445
70648	0.0	0.0	0.0	0.0	1.0
85076	0.0	0.0	0.0	0.0	1.0
n35020	2.1199715606397003e-05	3.537662359831614e-05	2.0022325622594967e-05	0.00011926419570184067	0.9998041371394708
25970	0.0	0.0	0.0	0.0	1.0
n35025	1.2879287141757945e-08	2.149206630352715e-08	1.216399718406434e-08	7.245558623019079e-08	0.9999998810090632
23253	0.0	0.0	0.0	0.0	1.0
9272	0.0	0.0	0.0	0.0	1.0
27749	0.0	0.0	0.0	0.0	1.0
4881	0.0	0.0	0.0	0.0	1.0
833	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
n34984	6.942013173368585e-05	0.00011584352903994024	6.556467587309891e-05	0.002680684003180245	0.997068487660173
45161	0.0	0.0	0.0	0.0	1.0
n34986	0.0002916072893058276	0.00048661413689835866	0.0002754120012176831	0.021489509486515245	0.9774568570860629
26293	0.0	0.0	0.0	0.0	1.0
n34988	0.00036347389394459235	0.00060654017122815	0.0003432872777630643	0.028996442520140796	0.9696902561369233
n34989	0.0001512153824618523	0.00025233780334365234	0.00014281718127779258	0.00219471322155364	0.997258916411363
58184	0.0	0.0	0.0	1.0	0.0
n34990	6.717095755764108e-05	0.00011209026226456055	6.344041635137631e-05	0.0007890723294124494	0.9989682260344139
n34993	7.207228273400596e-05	0.00012026925575279818	6.806953168883824e-05	0.00047714415820244	0.9992624447716218
74043	0.0	0.0	0.0	0.0	1.0
59120	0.0	0.0	0.0	0.0	1.0
n34994	2.3645481625385838e-06	3.945794928540281e-06	2.233225866783335e-06	1.4676694500149298e-05	0.999976779736542
17218	0.0	0.0	0.0	0.0	1.0
27837	0.0	0.0	0.0	0.0	1.0
n34996	4.795172424885791e-10	8.001853096228406e-10	4.5288580983879095e-10	2.9386535921713558e-09	0.999999995328758
78842	0.0	0.0	0.0	0.0	1.0
36773	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
n34978	0.0007688005514004622	0.001282921348287578	0.0007261028999052113	0.004325075917067496	0.9928970992833392
58713	0.0	0.0	0.0	0.0	1.0
n34980	9.048213177133459e-05	0.00015099034239317153	8.545693437536217e-05	0.0005090294073492155	0.999164041184111
20435	0.0	0.0	0.0	0.0	1.0
8989	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
n34975	3.939000777793103e-08	6.573132888038024e-08	3.7202365194385034e-08	2.2159814233105222e-07	0.9999996360781558
51673	0.0	0.0	0.0	0.0	1.0
18202	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
38040	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
21115	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
66320	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
n34952	0.00021297881030428608	0.00035540435289039353	0.00020115039134480393	0.0011981644935279655	0.9980323019519326
n34953	0.00020609534752058034	0.0003439177048393841	0.00019464922237512295	0.001159439886661328	0.9980958978386035
n34964	0.0009254353362021645	0.0015443026765663882	0.0008740385007100839	0.005206263286518294	0.9914499602000031
17044	0.0	0.0	0.0	0.0	1.0
n34954	2.062355182719771e-08	3.44151612123978e-08	1.947816083221485e-08	1.1602284515759082e-07	0.999999809460281
n34957	0.0002054752334214196	0.00034288290119006536	0.00019406354817802136	0.0011559512828209322	0.9981016270343895
83746	0.0	0.0	0.0	0.0	1.0
42793	0.0	0.0	0.0	0.0	1.0
78747	0.0	0.0	0.0	0.0	1.0
16084	0.0	0.0	0.0	0.0	1.0
28794	0.0	0.0	0.0	0.0	1.0
n34959	0.00022697480112518525	0.00037875989729246244	0.0002143690727096772	0.001276902369983308	0.9979029938588894
63122	0.0	0.0	0.0	0.0	1.0
n34961	0.00014320551500350686	0.00023897148884173593	0.00013525216590577378	0.0008056377209988351	0.9986769331092501
30869	0.0	0.0	0.0	0.0	1.0
38077	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
n34936	2.386782221771484e-06	3.982897593460352e-06	2.254225090647397e-06	1.3427428333478822e-05	0.9999779486667606
n34937	1.8581233272862284e-06	3.100708083499972e-06	1.7549268582941836e-06	1.0453328160532026e-05	0.9999828329135704
6073	0.0	0.0	0.0	0.0	1.0
n34938	1.8574302948619138e-06	3.0995515987776477e-06	1.7542723155104842e-06	1.0449429336782888e-05	0.999982839316454
30638	0.0	0.0	0.0	0.0	1.0
n34939	5.2317756409589855e-06	8.730426437663938e-06	4.9412132413716224e-06	2.9432636054946633e-05	0.9999516639486251
n34945	7.398968934092317e-06	1.2346889168552582e-05	6.988044935148009e-06	4.16247130542238e-05	0.999931641383908
63787	0.0	0.0	0.0	0.0	1.0
15136	0.0	0.0	0.0	0.0	1.0
n34942	6.078976916651757e-06	1.014417750860532e-05	5.741362645483429e-06	3.419877446071764e-05	0.9999438367084685
n34946	7.396039658144967e-06	1.2342000994837e-05	6.985278345352881e-06	4.1608233694484464e-05	0.9999316684473072
85058	0.0	0.0	0.0	0.0	1.0
7934	0.0	0.0	0.0	0.0	1.0
12755	0.0	0.0	0.0	0.0	1.0
13544	0.0	0.0	0.0	0.0	1.0
47249	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
77235	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
17651	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
72721	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
67136	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
62556	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
27182	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
84805	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
